username,creator_account,creator_name,image_url,saved_to,ok,error,content
user42828154182587,user42828154182587,もとぺ？,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3491c9550a17e6af3b7fdb000598652a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=ef28d812&x-expires=1769065200&x-signature=uqNLmE2ebwEDlbzf3WFNx953zQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/user42828154182587.jpeg,ok,,
user9558606925745,,,,,err,no_image_found,
user13320402388348,user13320402388348,パナソニック,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b59ea22c874b764e75067955bfa4cfb~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=acdd869e&x-expires=1769065200&x-signature=Y771CRlDAZkA%2BQRPrBvGscfepvM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/user13320402388348.jpeg,ok,,
pokari7899,pokari7899,へりをす,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a5a32d4211d11acc93d94b3d1dc7cd3~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=c333101b&x-expires=1769065200&x-signature=XeYX52Ln2c%2FdEUxVY%2F4%2BHBLDAlQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/pokari7899.jpeg,ok,,
ragi196,ragi196,らぎ,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c2843418f947d4fd880e9270cf77daab~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=327256dd&x-expires=1769065200&x-signature=RRYuPs66u%2BkzFZfoBqqj9IzB9wc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/ragi196.jpeg,ok,,げーむとうた
ritu_1115,ritu_1115,ジンヤ,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5d0614c5d54df06452bb5823d89e0f5b~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=342a8f59&x-expires=1769065200&x-signature=BWCckF6IBzlYT630Em293rxlThw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/ritu_1115.jpeg,ok,,kyotoð¯ðµÃð°ð·
user5903964249,user5903964249,ドンドン,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/94582bcb89b20c6bedb5c81609355c20~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=b8a1c46c&x-expires=1769065200&x-signature=0kSBO9c0%2FMrQey00RCnRMcwLZNU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/user5903964249.jpeg,ok,,声は出せないのでコメントお願いします📝
user121591542,user121591542,💃💃🍄🍄けんちゃん王子様🍄🍄💃💃,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/630c37c66d7f322c5486a73319fc232d~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=3e27c7cc&x-expires=1769065200&x-signature=ogSJQlnTglYK6SYLMVEqBomg7HY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/user121591542.jpeg,ok,,私もTiKTok動画出したりしています。自分のやりたいことをしています。初心者ライバーとして配信しています。私は下ネタ発言が嫌いので容赦なくブロックします🥦
nika_kun0401,nika_kun0401,にか,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d465c034733dbad096c96896eb29e0c1~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=0bf86ca0&x-expires=1769065200&x-signature=caATV7e5vFtUDQcn3YSCK7h3OYY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/nika_kun0401.jpeg,ok,,"Tokyo /IT系/坂道/映画/ディズニー/ちいかわ
仲良しください😸
inst:nika_kun0401"
kokoro_therapy,kokoro_therapy,えーたん🍀🧸🍀こころセラピー,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d1dedbd46df2e7d8344d9e04d56d0a79~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=1ca21242&x-expires=1769065200&x-signature=Rl3mdS5aY9GtHg%2BF9UqA3wwtIXw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/kokoro_therapy.jpeg,ok,,"心理カウンセラー🍀
双極性障害(躁うつ病)   湘南在住🏠
日常生活、カラオケ、旅行、キャンプ、釣りetc
フォロー・応援お願いします🙇‍♀️💕"
userk3k0i1ncqc,userk3k0i1ncqc,ララ,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02640000530cde0b289e58260f7ca421~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=9d1e303a&x-expires=1769065200&x-signature=3DS1j1bf46Re%2F8d98%2Bu3ORw6xQ4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/userk3k0i1ncqc.jpeg,ok,,
m.riku.dancing,m.riku.dancing,りくさんチーム,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7332797257760604162~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=ead2e06c&x-expires=1769065200&x-signature=sdOViAC%2FNC6T%2BOMPsrJt9uVR8eo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/m.riku.dancing.jpeg,ok,,自己満ダンスアルバム🕴
kairagi_yasuko,kairagi_yasuko,靖子,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4dafbbbb193371554b1a4e7276209cc4~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=2b1731bd&x-expires=1769065200&x-signature=iNMLBili7Cvx6DqZunMYo6GMqIE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/kairagi_yasuko.jpeg,ok,,"特技は数秘術🔮
北新地で小さなスナックやってます🫡
梅華皮〜KAIRAGI〜のオーナーママです✌️

楽しい事大好き❤"
cosmo_star_1,cosmo_star_1,cosmo_star_1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d084eeb8dd83a6a0e3ae3b1f37cc0f1a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=7e8f5cf9&x-expires=1769065200&x-signature=vxOdgndcHRXoygUEkr6buNs99vs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/cosmo_star_1.jpeg,ok,,
user2611614493438,user2611614493438,海の幸,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/864c4424913b1b3a3d56608e655b8d9b~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=a2e5218b&x-expires=1769065200&x-signature=WBOUm%2FBt%2BWG4BLYgHXWSKaP%2Bpy8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/user2611614493438.jpeg,ok,,
chll0928,chll0928,chll0928,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c1db408a8aceaf2da0e12ceea4361177~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=371cd0f1&x-expires=1769065200&x-signature=IqzRMrJ1rMdL8NszoxOG3rZURNM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/chll0928.jpeg,ok,,
daminko3372,daminko3372,だぁーみ,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02beb88bbe29427a14fd0e9811968983~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=9bbb794d&x-expires=1769065200&x-signature=4%2BLACZLHz7i018anyZKO0Qt4tdo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/daminko3372.jpeg,ok,,声が出せません🙇
kohatyan22556633,kohatyan22556633,kohatyan22556633,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3226a1db12081ed40e3d75eecaf77bbf~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=57927a07&x-expires=1769065200&x-signature=l4sg7DzqI2eVUoReoKNdlNJzyb8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/kohatyan22556633.jpeg,ok,,
ootyanz527946,ootyanz527946,ootyanz527946,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6ea7dbaf19072f5e3b4b9a1ab063d359~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=a4f8adbb&x-expires=1769065200&x-signature=%2FB1mFzAyL0wTGV%2FJvwGXFVuCu0o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/ootyanz527946.jpeg,ok,,
jiwardfinzq,jiwardfinzq,🍎あおのもり🍎,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2817efef6fc06b1d9b8b6eed6fc01b98~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=9fa83506&x-expires=1769065200&x-signature=HiCZuVjN%2FLHPwldNsweDSjtWLPc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/jiwardfinzq.jpeg,ok,,
fene1214,fene1214,はなり,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/16d58a6ef5c03ab0f55747eb39352e93~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=8dbd6d3b&x-expires=1769065200&x-signature=ovdL9z75GW0UyKpY56bJ%2B7OWBS4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/fene1214.jpeg,ok,,はなりです
ikkurrex7ja,ikkurrex7ja,⛩️奏良『そら』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4251338d3672d2bd7e22ac6cdc7f709c~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=d1161e24&x-expires=1769065200&x-signature=vLwdrpZrn61zu7HzzyYj9jJp3hs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/ikkurrex7ja.jpeg,ok,,
user6563271284741,,,,,err,no_image_found,
undecorate1115,undecorate1115,アンデコレイト,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/736b56213548eeadb554d024cdc3a3d8~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=14579&refresh_token=edaddd42&x-expires=1769065200&x-signature=DPgiz3vvw5QnREsYtk%2BbdmzanOc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2,images/undecorate1115.jpeg,ok,,"大阪発、2人組のトラックメイク×ロックユニット。 疾走感あるビートに焦燥感とキャッチーなメロディが魅力‼️ 

Vo:Seisuke Gt:Syoge"
